user_id,email,status,prefix,first_name,last_name,suffix,class_year
2041228,Alexis.Adams@modolabs.com,Pending,Mr.,Alexis,Adams,,1986
2041498,Alexis.Akins@modolabs.com,Pending,Mr.,Alexis,Akins,,1986
2041502,Alexis.Amjad@modolabs.com,Pending,Mr.,Alexis,Amjad,,1986
2041524,Alexis.Bailey@modolabs.com,Pending,,Alexis,Bailey,,1986
2041535,Alexis.Cabot@modolabs.com,Pending,Mr.,Alexis,Cabot,,1986
2041655,Alexis.Chisholm@modolabs.com,Pending,Mr.,Alexis,Chisholm,,1986
2041701,Alexis.Currier@modolabs.com,Pending,Dr.,Alexis,Currier,,1986
2041725,Alexis.Dunster@modolabs.com,Pending,Mrs.,Alexis,Dunster,,1986
2041757,Alexis.Ellwood@modolabs.com,Pending,Mr.,Alexis,Ellwood,,1986
2041928,Alexis.Huang@modolabs.com,Pending,Mr.,Alexis,Huang,,1986
2042585,Alexis.Jones@modolabs.com,Pending,Mr.,Alexis,Jones,,1986
2042606,Alexis.Kim@modolabs.com,Pending,Ms.,Alexis,Kim,,1986
2042795,Alexis.Kirkland@modolabs.com,Pending,Mr.,Alexis,Kirkland,,1986
2042910,Alexis.Lee@modolabs.com,Pending,Dr.,Alexis,Lee,,1986
2043063,Alexis.Leverett@modolabs.com,Pending,Mrs.,Alexis,Leverett,,1986
2043297,Alexis.Lowell@modolabs.com,Pending,Dr.,Alexis,Lowell,,1986
2044021,Alexis.Mallon@modolabs.com,Pending,,Alexis,Mallon,,1986
2044205,Alexis.Mather@modolabs.com,Pending,Mr.,Alexis,Mather,,1986
2044218,Alexis.Moreland@modolabs.com,Pending,Mr.,Alexis,Moreland,,1986
2045341,Alexis.Nagatoshi@modolabs.com,Pending,Ms.,Alexis,Nagatoshi,,1986
2045350,Alexis.North@modolabs.com,Pending,Mrs.,Alexis,North,,1986
2045704,Alexis.Ormsbee@modolabs.com,Pending,Mrs.,Alexis,Ormsbee,,1986
2046132,Alexis.Patt@modolabs.com,Pending,,Alexis,Patt,,1986
2046379,Alexis.Pforzheimer@modolabs.com,Pending,Mr.,Alexis,Pforzheimer,,1986
2046492,Alexis.Quincy@modolabs.com,Pending,Mr.,Alexis,Quincy,,1986
2046534,Alexis.Smith@modolabs.com,Pending,Mr.,Alexis,Smith,,1986
2046539,Alexis.Swamy@modolabs.com,Pending,Mr.,Alexis,Swamy,,1986
2046594,Alexis.Tepfenhart@modolabs.com,Pending,Mr.,Alexis,Tepfenhart,,1986
2046753,Alexis.Winthrop@modolabs.com,Pending,Dr.,Alexis,Winthrop,,1986
2046998,Alexis.Yu@modolabs.com,Pending,Dr.,Alexis,Yu,,1986
2047008,Andrew.Adams@modolabs.com,Pending,Mr.,Andrew,Adams,,1986
2047050,Andrew.Akins@modolabs.com,Pending,Ms.,Andrew,Akins,,1986
2047131,Andrew.Amjad@modolabs.com,Pending,Ms.,Andrew,Amjad,,1986
2047414,Andrew.Bailey@modolabs.com,Pending,Ms.,Andrew,Bailey,,1986
