user_id,email,status,prefix,first_name,last_name,suffix,class_year
2035562,Alexis.Adams@modolabs.com,Pending,Dr.,Alexis,Adams,,1996
2035822,Alexis.Akins@modolabs.com,Pending,Dr.,Alexis,Akins,,1996
2036841,Alexis.Amjad@modolabs.com,Pending,Dr.,Alexis,Amjad,,1996
2041116,Alexis.Bailey@modolabs.com,Pending,Dr.,Alexis,Bailey,,1996
2041219,Alexis.Cabot@modolabs.com,Pending,Mr.,Alexis,Cabot,,1996
2041262,Alexis.Chisholm@modolabs.com,Pending,Prof.,Alexis,Chisholm,,1996
2043425,Alexis.Currier@modolabs.com,Pending,Mr.,Alexis,Currier,,1996
2044923,Alexis.Dunster@modolabs.com,Pending,Ms.,Alexis,Dunster,,1996
2044927,Alexis.Ellwood@modolabs.com,Pending,Mr.,Alexis,Ellwood,,1996
2044966,Alexis.Huang@modolabs.com,Pending,Dr.,Alexis,Huang,,1996
2045009,Alexis.Jones@modolabs.com,Pending,Ms.,Alexis,Jones,,1996
2045086,Alexis.Kim@modolabs.com,Pending,Mr.,Alexis,Kim,Jr.,1996
2045107,Alexis.Kirkland@modolabs.com,Pending,Ms.,Alexis,Kirkland,,1996
2045118,Alexis.Lee@modolabs.com,Pending,Mrs.,Alexis,Lee,,1996
2045129,Alexis.Leverett@modolabs.com,Pending,Ms.,Alexis,Leverett,,1996
2045298,Alexis.Lowell@modolabs.com,Pending,Dr.,Alexis,Lowell,,1996
2045378,Alexis.Mallon@modolabs.com,Pending,Mrs.,Alexis,Mallon,,1996
2046282,Alexis.Mather@modolabs.com,Pending,Mr.,Alexis,Mather,,1996
2046324,Alexis.Moreland@modolabs.com,Pending,Mr.,Alexis,Moreland,,1996
2046622,Alexis.Nagatoshi@modolabs.com,Pending,Ms.,Alexis,Nagatoshi,,1996
2046809,Alexis.North@modolabs.com,Pending,Maj.,Alexis,North,,1996
2046948,Alexis.Ormsbee@modolabs.com,Pending,Mr.,Alexis,Ormsbee,,1997
2047153,Alexis.Patt@modolabs.com,Pending,Mr.,Alexis,Patt,IV,1996
2047347,Alexis.Pforzheimer@modolabs.com,Pending,Mr.,Alexis,Pforzheimer,,1996
2047661,Alexis.Quincy@modolabs.com,Pending,Ms.,Alexis,Quincy,,1996
2047750,Alexis.Smith@modolabs.com,Pending,Mr.,Alexis,Smith,,1996
2048028,Alexis.Swamy@modolabs.com,Pending,Dr.,Alexis,Swamy,,1996
2048291,Alexis.Tepfenhart@modolabs.com,Pending,Mr.,Alexis,Tepfenhart,,1996
2048372,Alexis.Winthrop@modolabs.com,Pending,Mr.,Alexis,Winthrop,,1996
2049996,Andrew.Adams@modolabs.com,Pending,Mr.,Andrew,Adams,,1996
2051524,Andrew.Akins@modolabs.com,Pending,Dr.,Andrew,Akins,,1996
2052268,Andrew.Amjad@modolabs.com,Pending,Ms.,Andrew,Amjad,,1996
2053288,Andrew.Bailey@modolabs.com,Pending,Ms.,Andrew,Bailey,,1996
2053727,Andrew.Cabot@modolabs.com,Pending,Ms.,Andrew,Cabot,,1996
2053898,modo.cfisher@gmail.com,Pending,Dr.,Cynthia,Fisher,,1996
