user_id,email,status,prefix,first_name,last_name,suffix,class_year
2047799,Alexis.Adams@modolabs.com,Pending,Dr.,Alexis,Adams,,1956
2048948,Alexis.Akins@modolabs.com,Pending,Mr.,Alexis,Akins,,1956
2049629,Alexis.Amjad@modolabs.com,Pending,,Alexis,Amjad,,1956
2049715,Alexis.Bailey@modolabs.com,Pending,Dr.,Alexis,Bailey,Dr.,1956
2051324,Alexis.Cabot@modolabs.com,Pending,Mr.,Alexis,Cabot,,1956
2052512,Alexis.Chisholm@modolabs.com,Pending,Dr.,Alexis,Chisholm,,1956
2052527,Alexis.Currier@modolabs.com,Pending,Prof.,Alexis,Currier,,1956
2052537,Alexis.Dunster@modolabs.com,Pending,Mr.,Alexis,Dunster,,1956
2052553,Alexis.Ellwood@modolabs.com,Pending,Mr.,Alexis,Ellwood,,1956
2052559,Alexis.Huang@modolabs.com,Pending,Dr.,Alexis,Huang,,1956
2052563,Alexis.Jones@modolabs.com,Pending,Mr.,Alexis,Jones,,1956
2052569,Alexis.Kim@modolabs.com,Pending,Dr.,Alexis,Kim,,1956
2052570,Alexis.Kirkland@modolabs.com,Pending,Mr.,Alexis,Kirkland,,1956
2052575,Alexis.Lee@modolabs.com,Pending,Dr.,Alexis,Lee,,1956
2052580,Alexis.Leverett@modolabs.com,Pending,Mr.,Alexis,Leverett,,1956
2052582,Alexis.Lowell@modolabs.com,Pending,Dr.,Alexis,Lowell,,1956
2053270,Alexis.Mallon@modolabs.com,Pending,Mr.,Alexis,Mallon,,1956
2053658,Alexis.Mather@modolabs.com,Pending,Mr.,Alexis,Mather,,1956
2054434,modo.dpark@gmail.com,Pending,Mr.,Dana,Park,,1956
