user_id,email,status,prefix,first_name,last_name,suffix,class_year
2035613,Alexis.Adams@modolabs.com,Pending,Mr.,Alexis,Adams,,2006
2035728,Alexis.Akins@modolabs.com,Pending,Mr.,Alexis,Akins,,2006
2036216,Alexis.Amjad@modolabs.com,Pending,Mr.,Alexis,Amjad,,2006
2036474,Alexis.Bailey@modolabs.com,Pending,Mr.,Alexis,Bailey,,2006
2039303,Alexis.Cabot@modolabs.com,Pending,Ms.,Alexis,Cabot,,2006
2039668,Alexis.Chisholm@modolabs.com,Pending,Ms.,Alexis,Chisholm,,2006
2039759,Alexis.Currier@modolabs.com,Pending,Mr.,Alexis,Currier,,2006
2039802,Alexis.Dunster@modolabs.com,Pending,Ms.,Alexis,Dunster,,2006
2040068,Alexis.Ellwood@modolabs.com,Pending,Ms.,Alexis,Ellwood,,2006
2040099,Alexis.Huang@modolabs.com,Pending,Ms.,Alexis,Huang,,2006
2040261,Alexis.Kim@modolabs.com,Pending,Mr.,Alexis,Kim,,2006
2040339,Alexis.Kirkland@modolabs.com,Pending,Ms.,Alexis,Kirkland,,2006
2040380,Alexis.Lee@modolabs.com,Pending,Ms.,Alexis,Lee,,2006
2040409,Alexis.Leverett@modolabs.com,Pending,Ms.,Alexis,Leverett,,2006
2040450,Alexis.Lowell@modolabs.com,Pending,Mr.,Alexis,Lowell,,2006
2040464,Alexis.Mallon@modolabs.com,Pending,Mr.,Alexis,Mallon,,2006
2040491,Alexis.Mather@modolabs.com,Pending,Mr.,Alexis,Mather,,2006
2040644,Alexis.Moreland@modolabs.com,Pending,Mr.,Alexis,Moreland,,2006
2040653,Alexis.Nagatoshi@modolabs.com,Pending,Ms.,Alexis,Nagatoshi,,2006
2041515,Alexis.North@modolabs.com,Pending,Ms.,Alexis,North,,2006
2041886,Alexis.Ormsbee@modolabs.com,Pending,Ms.,Alexis,Ormsbee,,2006
2042169,Alexis.Patt@modolabs.com,Pending,Mr.,Alexis,Patt,,2006
2042705,Alexis.Pforzheimer@modolabs.com,Pending,Mr.,Alexis,Pforzheimer,,2006
2042741,Alexis.Quincy@modolabs.com,Pending,Ms.,Alexis,Quincy,,2006
2042798,Alexis.Smith@modolabs.com,Pending,Mr.,Alexis,Smith,,2006
2042851,Alexis.Swamy@modolabs.com,Pending,Mr.,Alexis,Swamy,,2006
2043072,Alexis.Tepfenhart@modolabs.com,Pending,Ms.,Alexis,Tepfenhart,,2006
2043254,Alexis.Winthrop@modolabs.com,Pending,Ms.,Alexis,Winthrop,,2006
2043473,Alexis.Yu@modolabs.com,Pending,Mr.,Alexis,Yu,,2006
2043602,Andrew.Adams@modolabs.com,Pending,Ms.,Andrew,Adams,,2006
2043666,Andrew.Akins@modolabs.com,Pending,Mr.,Andrew,Akins,,2006
2043690,Andrew.Amjad@modolabs.com,Pending,Mr.,Andrew,Amjad,,2006
2043796,Andrew.Bailey@modolabs.com,Pending,Ms.,Andrew,Bailey,,2006
2043880,Andrew.Cabot@modolabs.com,Pending,Mr.,Andrew,Cabot,,2006
2044048,Andrew.Chisholm@modolabs.com,Pending,Ms.,Andrew,Chisholm,,2006
2044070,Andrew.Currier@modolabs.com,Pending,Mr.,Andrew,Currier,,2006
2044138,Andrew.Dunster@modolabs.com,Pending,Mr.,Andrew,Dunster,,2006
2044170,Andrew.Ellwood@modolabs.com,Pending,Ms.,Andrew,Ellwood,,2006
2044242,Andrew.Huang@modolabs.com,Pending,Ms.,Andrew,Huang,,2006
2044500,Andrew.Jones@modolabs.com,Pending,Ms.,Andrew,Jones,,2006
2044501,Andrew.Kim@modolabs.com,Pending,Ms.,Andrew,Kim,,2006
2044546,Andrew.Kirkland@modolabs.com,Pending,Ms.,Andrew,Kirkland,,2006
2044753,Andrew.Lee@modolabs.com,Pending,Mr.,Andrew,Lee,,2006
2044955,Andrew.Leverett@modolabs.com,Pending,Ms.,Andrew,Leverett,,2006
2044977,Andrew.Lowell@modolabs.com,Pending,Ms.,Andrew,Lowell,,2006
2045142,Andrew.Mallon@modolabs.com,Pending,Mr.,Andrew,Mallon,,2006
2045169,Andrew.Mather@modolabs.com,Pending,Ms.,Andrew,Mather,,2006
2045188,Andrew.Moreland@modolabs.com,Pending,Ms.,Andrew,Moreland,,2006
2045206,Andrew.Nagatoshi@modolabs.com,Pending,Ms.,Andrew,Nagatoshi,,2006
2045214,Andrew.North@modolabs.com,Pending,Ms.,Andrew,North,,2006
2045236,Andrew.Ormsbee@modolabs.com,Pending,Mr.,Andrew,Ormsbee,,2006
2045245,Andrew.Patt@modolabs.com,Pending,Mr.,Andrew,Patt,,2006
2045280,Andrew.Pforzheimer@modolabs.com,Pending,Mr.,Andrew,Pforzheimer,,2006
2045337,Andrew.Quincy@modolabs.com,Pending,Ms.,Andrew,Quincy,,2006
2045340,Andrew.Smith@modolabs.com,Pending,Ms.,Andrew,Smith,,2006
2045363,Andrew.Swamy@modolabs.com,Pending,Mr.,Andrew,Swamy,,2006
2045394,Andrew.Tepfenhart@modolabs.com,Pending,Ms.,Andrew,Tepfenhart,,2006
2045525,Andrew.Winthrop@modolabs.com,Pending,Mr.,Andrew,Winthrop,,2006
2045586,Andrew.Yu@modolabs.com,Pending,Ms.,Andrew,Yu,,2006
2045659,Andy.Adams@modolabs.com,Pending,Dr.,Andy,Adams,,2006
2045751,Andy.Akins@modolabs.com,Pending,Ms.,Andy,Akins,,2006
2045896,Andy.Amjad@modolabs.com,Pending,Mr.,Andy,Amjad,,2006
2045984,Andy.Bailey@modolabs.com,Pending,Mr.,Andy,Bailey,,2006
2046014,Andy.Cabot@modolabs.com,Pending,Mr.,Andy,Cabot,,2006
2046028,Andy.Chisholm@modolabs.com,Pending,Dr.,Andy,Chisholm,,2006
2046083,Andy.Currier@modolabs.com,Pending,Mr.,Andy,Currier,,2006
2046346,Andy.Dunster@modolabs.com,Pending,Mr.,Andy,Dunster,,2006
2046350,Andy.Ellwood@modolabs.com,Pending,Mr.,Andy,Ellwood,,2006
2046364,Andy.Huang@modolabs.com,Pending,Mr.,Andy,Huang,,2006
