user_id,email,status,prefix,first_name,last_name,suffix,class_year
2137042,Alexis.Adams@modolabs.com,Pending,Ms.,Alexis,Adams,,1971
2137566,Alexis.Akins@modolabs.com,Pending,Mr.,Alexis,Akins,,1971
2137572,Alexis.Amjad@modolabs.com,Pending,Mr.,Alexis,Amjad,,1971
2137755,Alexis.Bailey@modolabs.com,Pending,Mr.,Alexis,Bailey,,1971
2138160,Alexis.Cabot@modolabs.com,Pending,Mr.,Alexis,Cabot,,1971
2138466,Alexis.Chisholm@modolabs.com,Pending,Ms.,Alexis,Chisholm,,1971
2138479,Alexis.Currier@modolabs.com,Pending,Mr.,Alexis,Currier,,1971
2138701,Alexis.Dunster@modolabs.com,Pending,Dr.,Alexis,Dunster,,1971
2138841,Alexis.Ellwood@modolabs.com,Pending,Mr.,Alexis,Ellwood,,1971
2138843,Alexis.Huang@modolabs.com,Pending,Dr.,Alexis,Huang,,1971
2140483,Alexis.Jones@modolabs.com,Pending,Mr.,Alexis,Jones,,1971
2140625,Alexis.Kim@modolabs.com,Pending,Dr.,Alexis,Kim,,1971
2140785,Alexis.Kirkland@modolabs.com,Pending,Mr.,Alexis,Kirkland,,1971
2140809,Alexis.Lee@modolabs.com,Pending,Dr.,Alexis,Lee,,1971
2140876,Alexis.Leverett@modolabs.com,Pending,,Alexis,Leverett,,1971
2140970,Alexis.Lowell@modolabs.com,Pending,Rev.,Alexis,Lowell,,1971
2141086,Alexis.Mallon@modolabs.com,Pending,Mr.,Alexis,Mallon,,1971
2141337,Alexis.Mather@modolabs.com,Pending,Mr.,Alexis,Mather,,1971
2141431,Alexis.Moreland@modolabs.com,Pending,Mr.,Alexis,Moreland,,1971
2141547,Alexis.Nagatoshi@modolabs.com,Pending,Dr.,Alexis,Nagatoshi,Jr.,1971
2141708,Alexis.North@modolabs.com,Pending,Mr.,Alexis,North,,1971
2141710,Alexis.Ormsbee@modolabs.com,Pending,Ms.,Alexis,Ormsbee,,1971
2141713,Alexis.Patt@modolabs.com,Pending,Ms.,Alexis,Patt,,1971
2141715,Alexis.Pforzheimer@modolabs.com,Pending,Mr.,Alexis,Pforzheimer,,1971
2141717,Alexis.Quincy@modolabs.com,Pending,Dr.,Alexis,Quincy,,1971
2141724,Alexis.Smith@modolabs.com,Pending,Mr.,Alexis,Smith,,1971
2141726,Alexis.Swamy@modolabs.com,Pending,Mr.,Alexis,Swamy,III,1971
2141728,Alexis.Tepfenhart@modolabs.com,Pending,Mr.,Alexis,Tepfenhart,,1971
2141729,Alexis.Winthrop@modolabs.com,Pending,Ms.,Alexis,Winthrop,,1971
2141877,Alexis.Yu@modolabs.com,Pending,Mrs.,Alexis,Yu,,1971
2141912,Andrew.Adams@modolabs.com,Pending,Mr.,Andrew,Adams,,1971
2141998,Andrew.Akins@modolabs.com,Pending,Dr.,Andrew,Akins,,1971
2142004,Andrew.Amjad@modolabs.com,Pending,Prof.,Andrew,Amjad,,1971
2142006,Andrew.Bailey@modolabs.com,Pending,Mr.,Andrew,Bailey,,1971
2142010,Andrew.Cabot@modolabs.com,Pending,Dr.,Andrew,Cabot,,1971
2142218,Andrew.Chisholm@modolabs.com,Pending,Ms.,Andrew,Chisholm,,1970
2142529,Andrew.Currier@modolabs.com,Pending,Dr.,Andrew,Currier,,1971
2142606,Andrew.Dunster@modolabs.com,Pending,Dr.,Andrew,Dunster,,1971
2142624,Andrew.Ellwood@modolabs.com,Pending,Mr.,Andrew,Ellwood,,1971
2142765,Andrew.Huang@modolabs.com,Pending,Dr.,Andrew,Huang,,1971
2142773,Andrew.Jones@modolabs.com,Pending,Mr.,Andrew,Jones,,1971
2142846,Andrew.Kim@modolabs.com,Pending,Mr.,Andrew,Kim,,1971
2142917,Andrew.Kirkland@modolabs.com,Pending,Dr.,Andrew,Kirkland,,1971
2142975,Andrew.Lee@modolabs.com,Pending,Mr.,Andrew,Lee,,1971
2142985,Andrew.Leverett@modolabs.com,Pending,Mr.,Andrew,Leverett,,1971
2143012,Andrew.Lowell@modolabs.com,Pending,Dr.,Andrew,Lowell,,1971
2143041,Andrew.Mallon@modolabs.com,Pending,Mr.,Andrew,Mallon,Jr.,1971
2143059,Andrew.Mather@modolabs.com,Pending,Dr.,Andrew,Mather,,1971
2143139,Andrew.Moreland@modolabs.com,Pending,Dr.,Andrew,Moreland,,1971
2143142,Andrew.Nagatoshi@modolabs.com,Pending,Mr.,Andrew,Nagatoshi,,1971
2143144,Andrew.North@modolabs.com,Pending,Mr.,Andrew,North,III,1971
2143146,Andrew.Ormsbee@modolabs.com,Pending,Dr.,Andrew,Ormsbee,,1971
2143149,Andrew.Patt@modolabs.com,Pending,Ms.,Andrew,Patt,,1971
2143152,Andrew.Pforzheimer@modolabs.com,Pending,Mr.,Andrew,Pforzheimer,Jr.,1971
2143158,Andrew.Quincy@modolabs.com,Pending,Mr.,Andrew,Quincy,,1971
2143192,Andrew.Smith@modolabs.com,Pending,Dr.,Andrew,Smith,,1971
2143382,Andrew.Swamy@modolabs.com,Pending,Ms.,Andrew,Swamy,,1971
2143384,Andrew.Tepfenhart@modolabs.com,Pending,Mr.,Andrew,Tepfenhart,,1971
2143400,Andrew.Winthrop@modolabs.com,Pending,Mr.,Andrew,Winthrop,,1971
2143898,Andrew.Yu@modolabs.com,Pending,Mr.,Andrew,Yu,,1971
2144078,Andy.Adams@modolabs.com,Pending,Dr.,Andy,Adams,,1971
2144210,Andy.Akins@modolabs.com,Pending,Dr.,Andy,Akins,,1971
2144219,Andy.Amjad@modolabs.com,Pending,Mr.,Andy,Amjad,,1973
2144229,Andy.Bailey@modolabs.com,Pending,Mr.,Andy,Bailey,,1971
2144410,Andy.Cabot@modolabs.com,Pending,Ms.,Andy,Cabot,,1971
